Company,InsuranceGroup,VehicleType,Region,Date,Premium,Vehicles
Company 1,Group B,PPV,Central,2015-09-01,1230710,893.1666672
Company 1,Group B,PPV,Central,2015-08-01,1220657,911.1666671
Company 11,Group B,PPV,Central,2015-08-01,85925,88.00000005
Company 2,Group B,PPV,Central,2015-08-01,2676774,2484.166667
Company 1,Group B,PPV,Central,2015-07-01,1155700,909.6666669
Company 2,Group B,PPV,Central,2015-07-01,2326264,2174.333334
Company 11,Group B,PPV,Central,2015-07-01,92979,96.08333339
Company 1,Group B,PPV,Central,2015-06-01,1125291,924.2500002
Company 11,Group B,PPV,Central,2015-06-01,119365,130.4166667
Company 2,Group B,PPV,Central,2015-06-01,2075999,2001.5
Company 1,Group B,PPV,Central,2015-05-01,1156304,930.4166669
Company 11,Group B,PPV,Central,2015-05-01,114414,120.4166667
Company 2,Group B,PPV,Central,2015-05-01,2398711,2320.666666
Company 1,Group B,PPV,Central,2015-04-01,1219966,984.1666666
Company 11,Group B,PPV,Central,2015-04-01,116496,110.75
Company 2,Group B,PPV,Central,2015-04-01,2338504,2349.583333
Company 2,Group B,PPV,Central,2015-03-01,1924530,1818.083333
Company 1,Group B,PPV,Central,2015-03-01,1211600,903.7500001
Company 11,Group B,PPV,Central,2015-03-01,103399,115.5833333
Company 11,Group B,PPV,Central,2015-02-01,85418,83.00000004
Company 1,Group B,PPV,Central,2015-02-01,913251,662.5000004
Company 2,Group B,PPV,Central,2015-02-01,1438372,1401.75
Company 1,Group B,PPV,Central,2015-01-01,883789,670.6666671
Company 11,Group B,PPV,Central,2015-01-01,79939,69.83333336
Company 2,Group B,PPV,Central,2015-01-01,1634373,1608.833334
Company 1,Group B,PPV,Edmonton,2015-01-01,2867069,1690.333335
Company 2,Group B,PPV,Edmonton,2015-01-01,9354841,7418.916669
Company 11,Group B,PPV,Edmonton,2015-01-01,444475,362.7500003
Company 1,Group B,PPV,Edmonton,2015-02-01,2791713,1718.583335
Company 11,Group B,PPV,Edmonton,2015-02-01,519821,438.8333334
Company 2,Group B,PPV,Edmonton,2015-02-01,7989877,6263.250002
Company 11,Group B,PPV,Edmonton,2015-03-01,662748,575.7500001
Company 2,Group B,PPV,Edmonton,2015-03-01,10060127,8036.833334
Company 1,Group B,PPV,Edmonton,2015-03-01,3887685,2481.000001
Company 2,Group B,PPV,Edmonton,2015-04-01,12742069,10397.41667
Company 11,Group B,PPV,Edmonton,2015-04-01,751337,657
Company 1,Group B,PPV,Edmonton,2015-04-01,4399515,2794.583334
Company 2,Group B,PPV,Edmonton,2015-05-01,13008870,10408.08333
Company 1,Group B,PPV,Edmonton,2015-05-01,4467410,2839.083334
Company 11,Group B,PPV,Edmonton,2015-05-01,663153,569.2500001
Company 1,Group B,PPV,Edmonton,2015-06-01,4268724,2738.000001
Company 2,Group B,PPV,Edmonton,2015-06-01,11700875,9098.083335
Company 11,Group B,PPV,Edmonton,2015-06-01,673267,544.7500002
Company 1,Group B,PPV,Edmonton,2015-07-01,4282990,2619.000001
Company 2,Group B,PPV,Edmonton,2015-07-01,13282749,10351.91667
Company 11,Group B,PPV,Edmonton,2015-07-01,559655,458.8333335
Company 11,Group B,PPV,Edmonton,2015-08-01,558704,452.7500002
Company 1,Group B,PPV,Edmonton,2015-08-01,4525824,2646.333335
Company 2,Group B,PPV,Edmonton,2015-08-01,14467418,10677.08334
Company 2,Group B,PPV,Edmonton,2015-09-01,12928769,9507.66667
Company 11,Group B,PPV,Edmonton,2015-09-01,567392,465.5000001
Company 1,Group B,PPV,Edmonton,2015-09-01,4505437,2640.750001
Company 1,Group B,PPV,Edmonton,2015-10-01,4433483,2624.000002
Company 2,Group B,PPV,Edmonton,2015-10-01,12795087,9411.66667
Company 11,Group B,PPV,Edmonton,2015-10-01,604130,484.3333336
Company 11,Group B,PPV,Edmonton,2015-12-01,405386,317.6666669
Company 2,Group B,PPV,Edmonton,2015-12-01,8345730,6112.41667
Company 1,Group B,PPV,Edmonton,2015-12-01,2477869,1437.583335
Company 1,Group B,PPV,Edmonton,2015-11-01,3257348,1872.166669
Company 2,Group B,PPV,Edmonton,2015-11-01,10466558,7510.166672
Company 11,Group B,PPV,Edmonton,2015-11-01,525434,422.3333339
Company 2,Group B,PPV,North,2015-11-01,1160900,923.5833339
Company 1,Group B,PPV,North,2015-11-01,1070575,678.7500008
Company 11,Group B,PPV,North,2015-11-01,35878,35.00000004
Company 2,Group B,PPV,North,2015-12-01,887419,703.333334
Company 1,Group B,PPV,North,2015-12-01,812013,501.0000006
Company 11,Group B,PPV,North,2015-12-01,26844,22.66666669
Company 2,Group B,PPV,North,2015-10-01,1429213,1180.750001
Company 11,Group B,PPV,North,2015-10-01,39722,44.91666671
Company 1,Group B,PPV,North,2015-10-01,1276020,824.5000006
Company 1,Group B,PPV,North,2015-09-01,1429095,930.916667
Company 11,Group B,PPV,North,2015-09-01,45640,39.91666669
Company 2,Group B,PPV,North,2015-09-01,1405672,1121.666667
Company 2,Group B,PPV,North,2015-08-01,1667944,1337.666667
Company 1,Group B,PPV,North,2015-08-01,1297455,865.333334
Company 11,Group B,PPV,North,2015-08-01,41610,32.91666668
Company 1,Group B,PPV,North,2015-07-01,1249318,810.9166672
Company 2,Group B,PPV,North,2015-07-01,1483248,1246.5
Company 11,Group B,PPV,North,2015-07-01,32445,34.83333336
Company 11,Group B,PPV,North,2015-06-01,38792,35.3333333
Company 1,Group B,PPV,North,2015-06-01,1293862,889.9166673
Company 2,Group B,PPV,North,2015-06-01,1387946,1184.833334
Company 2,Group B,PPV,North,2015-05-01,1566604,1330.916667
Company 11,Group B,PPV,North,2015-05-01,50389,57.66666667
Company 1,Group B,PPV,North,2015-05-01,1470445,1013.500001
Company 2,Group B,PPV,North,2015-04-01,1364098,1214.333333
Company 11,Group B,PPV,North,2015-04-01,76793,77.66666665
Company 1,Group B,PPV,North,2015-04-01,1508065,1005.416667
Company 2,Group B,PPV,North,2015-03-01,1079914,940.4166668
Company 11,Group B,PPV,North,2015-03-01,60590,53.16666668
Company 1,Group B,PPV,North,2015-03-01,1296730,872.9166671
Company 11,Group B,PPV,North,2015-02-01,38821,33.25000002
Company 2,Group B,PPV,North,2015-02-01,951531,782.3333336
Company 1,Group B,PPV,North,2015-02-01,930468,600.4166673
Company 1,Group B,PPV,North,2015-01-01,1002168,592.3333338
Company 2,Group B,PPV,North,2015-01-01,1150552,954.5833337
Company 11,Group B,PPV,North,2015-01-01,30351,23.33333334
Company 11,Group B,PPV,South,2015-01-01,42785,40.50000003
Company 1,Group B,PPV,South,2015-01-01,282198,235.3333334
Company 2,Group B,PPV,South,2015-01-01,1077033,1057.583334
Company 1,Group B,PPV,South,2015-02-01,287907,231.8333334
Company 2,Group B,PPV,South,2015-02-01,830171,808.1666669
Company 11,Group B,PPV,South,2015-02-01,48013,48.41666667
Company 11,Group B,PPV,South,2015-03-01,63455,57.75000003
Company 1,Group B,PPV,South,2015-03-01,330887,271.7500001
Company 2,Group B,PPV,South,2015-03-01,1103806,1069.583333
Company 11,Group B,PPV,South,2015-04-01,45406,49.74999998
Company 2,Group B,PPV,South,2015-04-01,1456822,1445.583333
Company 1,Group B,PPV,South,2015-04-01,405590,337.3333334
Company 11,Group B,PPV,South,2015-05-01,39962,39.00000001
Company 2,Group B,PPV,South,2015-05-01,1308332,1281.083333
Company 1,Group B,PPV,South,2015-05-01,394099,323.1666667
Company 1,Group B,PPV,South,2015-06-01,400414,332.7500002
Company 11,Group B,PPV,South,2015-06-01,43137,50.58333335
Company 2,Group B,PPV,South,2015-06-01,1316101,1269.083333
Company 11,Group B,PPV,South,2015-07-01,45937,39.00000003
Company 2,Group B,PPV,South,2015-07-01,1415040,1344.583333
Company 1,Group B,PPV,South,2015-07-01,434625,331.6666668
Company 2,Group B,PPV,South,2015-08-01,1778663,1626.666667
Company 1,Group B,PPV,South,2015-08-01,382004,294.0000002
Company 11,Group B,PPV,South,2015-08-01,51731,56.16666667
Company 11,Group B,PPV,South,2015-09-01,33245,35.58333336
Company 2,Group B,PPV,South,2015-09-01,1284874,1209
Company 1,Group B,PPV,South,2015-09-01,390903,303.4166668
Company 11,Group B,PPV,South,2015-10-01,52515,47.75000001
Company 2,Group B,PPV,South,2015-10-01,1321719,1222.500001
Company 1,Group B,PPV,South,2015-10-01,420097,335.8333336
Company 11,Group B,PPV,South,2015-12-01,36384,33.75000002
Company 1,Group B,PPV,South,2015-12-01,256395,195.0000002
Company 2,Group B,PPV,South,2015-12-01,946285,902.0000003
Company 11,Group B,PPV,South,2015-11-01,37797,31.66666667
Company 1,Group B,PPV,South,2015-11-01,328015,264.1666668
Company 2,Group B,PPV,South,2015-11-01,1146718,1036.916667
Company 11,Group B,PPV,Calgary,2016-02-01,378114,322.0000002
Company 1,Group B,PPV,Calgary,2016-02-01,3798674,2739.166668
Company 2,Group B,PPV,Calgary,2016-02-01,10145091,8265.250003
Company 2,Group B,PPV,Calgary,2016-01-01,13062655,10679.33334
Company 1,Group B,PPV,Calgary,2016-01-01,3790464,2635.583336
Company 11,Group B,PPV,Calgary,2016-01-01,353676,278.9166669
Company 2,Group B,PPV,Calgary,2016-03-01,12584702,10351.33333
Company 1,Group B,PPV,Calgary,2016-03-01,4854858,3509.750002
Company 11,Group B,PPV,Calgary,2016-03-01,524044,435.4166667
Company 2,Group B,PPV,Calgary,2016-04-01,16368775,13599
Company 11,Group B,PPV,Calgary,2016-04-01,512570,424.7500001
Company 1,Group B,PPV,Calgary,2016-04-01,5936129,4425.583334
Company 2,Group B,PPV,Calgary,2016-05-01,16033134,12988.25
Company 11,Group B,PPV,Calgary,2016-05-01,499520,415.0833334
Company 1,Group B,PPV,Calgary,2016-05-01,5467652,3988.333335
Company 2,Group B,PPV,Calgary,2016-06-01,14612819,11612.41667
Company 11,Group B,PPV,Calgary,2016-06-01,421218,346.6666668
Company 1,Group B,PPV,Calgary,2016-06-01,5330272,3749.083335
Company 1,Group B,PPV,Calgary,2016-07-01,4919445,3445.000002
Company 2,Group B,PPV,Calgary,2016-07-01,16482244,13357.91667
Company 11,Group B,PPV,Calgary,2016-07-01,436243,359.6666668
Company 11,Group B,PPV,Calgary,2016-08-01,452658,362.5833335
Company 1,Group B,PPV,Calgary,2016-08-01,5185475,3553.833335
Company 2,Group B,PPV,Calgary,2016-08-01,17976366,14472.16667
Company 2,Group B,PPV,Calgary,2016-09-01,15286693,12172.75
Company 1,Group B,PPV,Calgary,2016-09-01,5457832,3761.083336
Company 11,Group B,PPV,Calgary,2016-09-01,398563,332.5833335
Company 1,Group B,PPV,Calgary,2016-10-01,5353812,3632.083336
Company 2,Group B,PPV,Calgary,2016-10-01,15507391,12223.33334
Company 11,Group B,PPV,Calgary,2016-10-01,496580,370.3333336
Company 1,Group B,PPV,Calgary,2016-12-01,3410094,2298.750002
Company 2,Group B,PPV,Calgary,2016-12-01,11266830,8709.583337
Company 11,Group B,PPV,Calgary,2016-12-01,273184,197.4166669
Company 1,Group B,PPV,Calgary,2016-11-01,4301108,2845.833336
Company 2,Group B,PPV,Calgary,2016-11-01,13202107,10196.33334
Company 11,Group B,PPV,Calgary,2016-11-01,412200,315.3333336
Company 2,Group B,PPV,Central,2016-11-01,2033884,1773.750001
Company 1,Group B,PPV,Central,2016-11-01,905778,658.583334
Company 11,Group B,PPV,Central,2016-11-01,81105,81.58333336
Company 11,Group B,PPV,Central,2016-12-01,71891,58.66666671
Company 1,Group B,PPV,Central,2016-12-01,704282,517.9166671
Company 2,Group B,PPV,Central,2016-12-01,1516478,1356.333334
Company 2,Group B,PPV,Central,2016-10-01,2268246,2032.166667
Company 11,Group B,PPV,Central,2016-10-01,68528,64.00000004
Company 1,Group B,PPV,Central,2016-10-01,1093838,783.4166676
Company 11,Group B,PPV,Central,2016-09-01,88540,102.9166667
Company 1,Group B,PPV,Central,2016-09-01,1139258,834.0833338
Company 2,Group B,PPV,Central,2016-09-01,2256376,2060.250001
Company 1,Group B,PPV,Central,2016-08-01,1128778,852.5833337
Company 2,Group B,PPV,Central,2016-08-01,2616216,2434
Company 11,Group B,PPV,Central,2016-08-01,67875,67.83333335
Company 1,Group B,PPV,Central,2016-07-01,1045008,796.7500003
Company 11,Group B,PPV,Central,2016-07-01,88144,90.25000001
Company 2,Group B,PPV,Central,2016-07-01,2390221,2178.25
Company 2,Group B,PPV,Central,2016-06-01,2198882,2064.583333
Company 11,Group B,PPV,Central,2016-06-01,116318,122.5
Company 1,Group B,PPV,Central,2016-06-01,1080611,842.2500003
Company 2,Group B,PPV,Central,2016-05-01,2495394,2331.916667
Company 11,Group B,PPV,Central,2016-05-01,85545,91.08333336
Company 1,Group B,PPV,Central,2016-05-01,1151480,896.3333337
Company 11,Group B,PPV,Central,2016-04-01,104506,113.5
Company 1,Group B,PPV,Central,2016-04-01,1128781,893.1666668
Company 2,Group B,PPV,Central,2016-04-01,2469044,2373.333333
Company 2,Group B,PPV,Central,2016-03-01,2015241,1874.416667
Company 11,Group B,PPV,Central,2016-03-01,83725,94.41666675
Company 1,Group B,PPV,Central,2016-03-01,1078973,831.4166668
Company 11,Group B,PPV,Central,2016-01-01,81909,72.83333337
Company 1,Group B,PPV,Central,2016-01-01,943305,670.5000006
Company 2,Group B,PPV,Central,2016-01-01,1656569,1556.5
Company 2,Group B,PPV,Central,2016-02-01,1533779,1445.416667
Company 1,Group B,PPV,Central,2016-02-01,882341,636.0833338
Company 11,Group B,PPV,Central,2016-02-01,77420,78.74999998
Company 11,Group B,PPV,Edmonton,2016-02-01,492549,418.6666667
Company 1,Group B,PPV,Edmonton,2016-02-01,2750306,1643.750001
Company 2,Group B,PPV,Edmonton,2016-02-01,8360652,6273.000002
Company 2,Group B,PPV,Edmonton,2016-01-01,9597962,7270.250003
Company 11,Group B,PPV,Edmonton,2016-01-01,406822,334.5833335
Company 1,Group B,PPV,Edmonton,2016-01-01,2679019,1537.916668
Company 1,Group B,PPV,Edmonton,2016-03-01,3884593,2361.750001
Company 2,Group B,PPV,Edmonton,2016-03-01,10505982,8041.166667
Company 11,Group B,PPV,Edmonton,2016-03-01,590508,498.9166668
Company 2,Group B,PPV,Edmonton,2016-04-01,13462055,10453.83333
Company 11,Group B,PPV,Edmonton,2016-04-01,663834,571.0833332
Company 1,Group B,PPV,Edmonton,2016-04-01,4136055,2524.000001
Company 11,Group B,PPV,Edmonton,2016-05-01,606408,505.7500001
Company 2,Group B,PPV,Edmonton,2016-05-01,13606159,10320.25
Company 1,Group B,PPV,Edmonton,2016-05-01,4179967,2556.750001
Company 11,Group B,PPV,Edmonton,2016-06-01,595252,483.2500001
Company 1,Group B,PPV,Edmonton,2016-06-01,4081992,2462.166668
Company 2,Group B,PPV,Edmonton,2016-06-01,12103925,8983.250002
Company 2,Group B,PPV,Edmonton,2016-07-01,13721344,10395.75
Company 11,Group B,PPV,Edmonton,2016-07-01,517885,433.3333333
Company 1,Group B,PPV,Edmonton,2016-07-01,4058067,2403.250001
Company 1,Group B,PPV,Edmonton,2016-08-01,3981465,2343.833335
Company 2,Group B,PPV,Edmonton,2016-08-01,14540499,10748.16667
Company 11,Group B,PPV,Edmonton,2016-08-01,504762,408.5833334
Company 1,Group B,PPV,Edmonton,2016-09-01,4124758,2437.500001
Company 2,Group B,PPV,Edmonton,2016-09-01,13172176,9657.000002
Company 11,Group B,PPV,Edmonton,2016-09-01,532133,425.8333336
Company 1,Group B,PPV,Edmonton,2016-10-01,4121332,2354.083335
Company 11,Group B,PPV,Edmonton,2016-10-01,524948,411.3333337
Company 2,Group B,PPV,Edmonton,2016-10-01,13265934,9434.083338
Company 2,Group B,PPV,Edmonton,2016-12-01,8728107,6210.16667
Company 11,Group B,PPV,Edmonton,2016-12-01,342493,266.0833336
Company 1,Group B,PPV,Edmonton,2016-12-01,2356866,1326.750002
Company 2,Group B,PPV,Edmonton,2016-11-01,10961715,7794.666671
Company 1,Group B,PPV,Edmonton,2016-11-01,3058963,1744.583335
Company 11,Group B,PPV,Edmonton,2016-11-01,460247,382.3333338
Company 2,Group B,PPV,North,2016-11-01,1162233,936.5833338
Company 1,Group B,PPV,North,2016-11-01,1012408,637.0000007
Company 11,Group B,PPV,North,2016-11-01,28225,27.58333337
Company 11,Group B,PPV,North,2016-12-01,28916,26.50000001
Company 2,Group B,PPV,North,2016-12-01,964772,766.3333337
Company 1,Group B,PPV,North,2016-12-01,721105,443.2500007
Company 2,Group B,PPV,North,2016-10-01,1389326,1105.833334
Company 11,Group B,PPV,North,2016-10-01,38648,41.00000003
Company 1,Group B,PPV,North,2016-10-01,1228336,774.3333339
Company 11,Group B,PPV,North,2016-09-01,38889,36.16666668
Company 2,Group B,PPV,North,2016-09-01,1331277,1063.916667
Company 1,Group B,PPV,North,2016-09-01,1343408,870.3333339
Company 1,Group B,PPV,North,2016-08-01,1318545,857.9166669
Company 2,Group B,PPV,North,2016-08-01,1729127,1380.166667
Company 11,Group B,PPV,North,2016-08-01,32145,30.00000003
Company 11,Group B,PPV,North,2016-07-01,40621,34.66666667
Company 2,Group B,PPV,North,2016-07-01,1497195,1230.75
Company 1,Group B,PPV,North,2016-07-01,1266679,815.9166669
Company 2,Group B,PPV,North,2016-06-01,1413191,1182.083334
Company 11,Group B,PPV,North,2016-06-01,31078,27.1666667
Company 1,Group B,PPV,North,2016-06-01,1261581,809.9166672
Company 1,Group B,PPV,North,2016-05-01,1302916,885.0833336
Company 11,Group B,PPV,North,2016-05-01,57475,57.66666664
Company 2,Group B,PPV,North,2016-05-01,1518213,1275.166667
Company 2,Group B,PPV,North,2016-04-01,1371636,1193.25
Company 1,Group B,PPV,North,2016-04-01,1386468,908.0833337
Company 11,Group B,PPV,North,2016-04-01,71777,72.49999996
Company 1,Group B,PPV,North,2016-03-01,1173146,763.7500006
Company 11,Group B,PPV,North,2016-03-01,44132,38.00000002
Company 2,Group B,PPV,North,2016-03-01,1078663,917.5000002
Company 1,Group B,PPV,North,2016-01-01,859527,523.6666674
Company 11,Group B,PPV,North,2016-01-01,30484,24.33333333
Company 2,Group B,PPV,North,2016-01-01,1134782,942.916667
Company 2,Group B,PPV,North,2016-02-01,950215,765.0000003
Company 11,Group B,PPV,North,2016-02-01,32147,31.25
Company 1,Group B,PPV,North,2016-02-01,861131,559.833334
Company 11,Group B,PPV,South,2016-02-01,46576,44.58333335
Company 2,Group B,PPV,South,2016-02-01,869922,817.0833334
Company 1,Group B,PPV,South,2016-02-01,244379,183.9166668
Company 11,Group B,PPV,South,2016-01-01,28222,29.16666668
Company 1,Group B,PPV,South,2016-01-01,298876,225.7500002
Company 2,Group B,PPV,South,2016-01-01,1086044,999.0833338
Company 2,Group B,PPV,South,2016-03-01,1098418,1024.25
Company 11,Group B,PPV,South,2016-03-01,57437,54.08333332
Company 1,Group B,PPV,South,2016-03-01,307005,253.8333334
Company 11,Group B,PPV,South,2016-04-01,35084,41.41666667
Company 1,Group B,PPV,South,2016-04-01,348651,274.7500001
Company 2,Group B,PPV,South,2016-04-01,1453943,1400
Company 2,Group B,PPV,South,2016-05-01,1358043,1271.833333
Company 11,Group B,PPV,South,2016-05-01,27932,30.83333336
Company 1,Group B,PPV,South,2016-05-01,326749,267.7500001
Company 2,Group B,PPV,South,2016-06-01,1358958,1263.25
Company 1,Group B,PPV,South,2016-06-01,356646,299.9166667
Company 11,Group B,PPV,South,2016-06-01,45049,50.74999998
Company 1,Group B,PPV,South,2016-07-01,377352,298.5833335
Company 2,Group B,PPV,South,2016-07-01,1456419,1345.666667
Company 11,Group B,PPV,South,2016-07-01,38038,30.75000005
Company 1,Group B,PPV,South,2016-08-01,360689,290.25
Company 2,Group B,PPV,South,2016-08-01,1753429,1577.166667
Company 11,Group B,PPV,South,2016-08-01,43258,46.00000004
Company 1,Group B,PPV,South,2016-09-01,321059,270.0000001
Company 2,Group B,PPV,South,2016-09-01,1277870,1194.083334
Company 11,Group B,PPV,South,2016-09-01,25369,25.75000003
Company 11,Group B,PPV,South,2016-10-01,32177,31.08333336
Company 1,Group B,PPV,South,2016-10-01,376391,294.1666669
Company 2,Group B,PPV,South,2016-10-01,1315784,1178.333334
Company 11,Group B,PPV,South,2016-12-01,36139,35.58333334
Company 1,Group B,PPV,South,2016-12-01,233483,170.0000003
Company 2,Group B,PPV,South,2016-12-01,964201,878.4166671
Company 1,Group B,PPV,South,2016-11-01,293853,232.5833337
Company 11,Group B,PPV,South,2016-11-01,31304,26.08333335
Company 2,Group B,PPV,South,2016-11-01,1276540,1136.25
Company 11,Group B,PPV,Calgary,2017-02-01,361176,291.0833335
Company 2,Group B,PPV,Calgary,2017-02-01,10730871,8387.416669
Company 1,Group B,PPV,Calgary,2017-02-01,3479960,2427.333335
Company 11,Group B,PPV,Calgary,2017-01-01,316059,240.8333335
Company 2,Group B,PPV,Calgary,2017-01-01,13401077,10612.16667
Company 1,Group B,PPV,Calgary,2017-01-01,3546286,2337.833336
Company 1,Group B,PPV,Calgary,2017-03-01,4659900,3274.833335
Company 11,Group B,PPV,Calgary,2017-03-01,425908,344.7500002
Company 2,Group B,PPV,Calgary,2017-03-01,13331084,10569.91667
Company 2,Group B,PPV,Calgary,2017-04-01,16978266,13636
Company 11,Group B,PPV,Calgary,2017-04-01,417317,356.75
Company 1,Group B,PPV,Calgary,2017-04-01,5908355,4273.333335
Company 2,Group B,PPV,Calgary,2017-05-01,16992100,13553.66667
Company 2,Group B,PPV,Calgary,2019-06-01,18905915,13563.08333
Company 11,Group B,PPV,Calgary,2019-06-01,337874,265
Company 1,Group B,PPV,Calgary,2019-06-01,7970252,4852.500001
Company 1,Group B,PPV,Calgary,2019-07-01,7685653,4571.166669
Company 2,Group B,PPV,Calgary,2019-07-01,21155206,15182
Company 11,Group B,PPV,Calgary,2019-07-01,321555,240.9166667
Company 11,Group B,PPV,Calgary,2019-08-01,362476,253.6666668
Company 2,Group B,PPV,Calgary,2019-08-01,23194808,16694.91667
Company 1,Group B,PPV,Calgary,2019-08-01,8448491,4935.750002
Company 11,Group B,PPV,Calgary,2019-09-01,352725,259.0000001
Company 1,Group B,PPV,Calgary,2019-09-01,8814815,5157.916669
Company 2,Group B,PPV,Calgary,2019-09-01,20086624,14055.66667
Company 2,Group B,PPV,Calgary,2019-10-01,19853784,13687.16667
Company 11,Group B,PPV,Calgary,2019-10-01,411775,277.6666668
Company 1,Group B,PPV,Calgary,2019-10-01,8461919,4868.833336
Company 11,Group B,PPV,Calgary,2019-12-01,222330,146.6666668
Company 2,Group B,PPV,Calgary,2019-12-01,14480355,9897.833337
Company 1,Group B,PPV,Calgary,2019-12-01,5474024,3089.250002
Company 11,Group B,PPV,Calgary,2019-11-01,327657,222.6666669
Company 2,Group B,PPV,Calgary,2019-11-01,17277163,11819.66667
Company 1,Group B,PPV,Calgary,2019-11-01,7649455,4340.750003
Company 1,Group B,PPV,Central,2019-11-01,1419161,894.5833339
Company 11,Group B,PPV,Central,2019-11-01,63027,56.91666675
Company 2,Group B,PPV,Central,2019-11-01,2673243,2090.750001
Company 1,Group B,PPV,Central,2019-12-01,1070885,651.166667
Company 11,Group B,PPV,Central,2019-12-01,32709,27.58333334
Company 2,Group B,PPV,Central,2019-12-01,2191764,1661.333334
Company 2,Group B,PPV,Central,2019-10-01,3126840,2476.416668
Company 1,Group B,PPV,Central,2019-10-01,1550863,945.0000006
Company 11,Group B,PPV,Central,2019-10-01,58972,49.25000005
Company 11,Group B,PPV,Central,2019-09-01,80578,79.33333335
Company 2,Group B,PPV,Central,2019-09-01,3139158,2500.75
Company 1,Group B,PPV,Central,2019-09-01,1570904,979.4166674
Company 2,Group B,PPV,Central,2019-08-01,3616347,2951.583333
Company 1,Group B,PPV,Central,2019-08-01,1694789,1089.166667
Company 11,Group B,PPV,Central,2019-08-01,63710,50.41666668
Company 2,Group B,PPV,Central,2019-07-01,3220374,2665.5
Company 1,Group B,PPV,Central,2019-07-01,1380225,925.7500003
Company 11,Group B,PPV,Central,2019-07-01,82163,70.25000002
Company 11,Group B,PPV,Central,2019-06-01,94570,89.91666665
Company 1,Group B,PPV,Central,2019-06-01,1466751,964.1666668
Company 2,Group B,PPV,Central,2019-06-01,2921115,2431.166667
Company 1,Group B,PPV,Central,2019-05-01,1479551,1002.916667
Company 2,Group B,PPV,Central,2019-05-01,3198816,2708.75
Company 11,Group B,PPV,Central,2019-05-01,83937,74.41666669
Company 11,Group B,PPV,Central,2019-04-01,79296,87.91666664
Company 2,Group B,PPV,Central,2019-04-01,3117916,2637.666667
Company 1,Group B,PPV,Central,2019-04-01,1492391,1005.25
Company 2,Group B,PPV,Central,2019-03-01,2597714,2133.583334
Company 1,Group B,PPV,Central,2019-03-01,1279846,827.916667
Company 11,Group B,PPV,Central,2019-03-01,61474,65.75
Company 11,Group B,PPV,Central,2019-01-01,62181,50.58333336
Company 1,Group B,PPV,Central,2019-01-01,1034881,690.9166669
Company 2,Group B,PPV,Central,2019-01-01,2205749,1840.583334
Company 11,Group B,PPV,Central,2019-02-01,51341,44.75000001
Company 2,Group B,PPV,Central,2019-02-01,1927540,1610.416667
Company 1,Group B,PPV,Central,2019-02-01,979401,646.3333336
Company 11,Group B,PPV,Edmonton,2019-02-01,378993,275.0000001
Company 1,Group B,PPV,Edmonton,2019-02-01,3413183,1747.416668
Company 2,Group B,PPV,Edmonton,2019-02-01,10659475,7128.583335
Company 2,Group B,PPV,Edmonton,2019-01-01,12315408,8308.250003
Company 11,Group B,PPV,Edmonton,2019-01-01,354696,271.9166667
Company 1,Group B,PPV,Edmonton,2019-01-01,3396262,1723.000002
Company 1,Group B,PPV,Edmonton,2019-03-01,5019036,2548.333335
Company 2,Group B,PPV,Edmonton,2019-03-01,13756924,9229.583334
Company 11,Group B,PPV,Edmonton,2019-03-01,495614,379.8333334
Company 11,Group B,PPV,Edmonton,2019-04-01,542076,416.5833333
Company 1,Group B,PPV,Edmonton,2019-04-01,5340866,2835.666667
Company 2,Group B,PPV,Edmonton,2019-04-01,16856989,11636.91667
Company 2,Group B,PPV,Edmonton,2019-05-01,17464963,11808.91667
Company 11,Group B,PPV,Edmonton,2019-05-01,456241,339.7499999
Company 1,Group B,PPV,Edmonton,2019-05-01,5902011,3056.000001
Company 11,Group B,PPV,Edmonton,2019-06-01,463783,362.25
Company 2,Group B,PPV,Edmonton,2019-06-01,16611972,10999.58333
Company 1,Group B,PPV,Edmonton,2019-06-01,5883413,3080.833335
Company 2,Group B,PPV,Edmonton,2019-07-01,18027018,12097.08334
Company 1,Group B,PPV,Edmonton,2019-07-01,5405526,2781.166668
Company 11,Group B,PPV,Edmonton,2019-07-01,425266,322.0833334
Company 2,Group B,PPV,Edmonton,2019-08-01,19509120,12751.58334
Company 11,Group B,PPV,Edmonton,2019-08-01,420243,306.5000001
Company 1,Group B,PPV,Edmonton,2019-08-01,6125825,3106.000002
Company 11,Group B,PPV,Edmonton,2019-09-01,416913,302.5000002
Company 1,Group B,PPV,Edmonton,2019-09-01,6224405,3109.833335
Company 2,Group B,PPV,Edmonton,2019-09-01,18025525,11557.25
Company 2,Group B,PPV,Edmonton,2019-10-01,17005951,10727.00001
Company 1,Group B,PPV,Edmonton,2019-10-01,6125305,2992.750002
Company 11,Group B,PPV,Edmonton,2019-10-01,508146,349.3333334
Company 1,Group B,PPV,Edmonton,2019-12-01,4178399,1973.666668
Company 11,Group B,PPV,Edmonton,2019-12-01,321161,230.7500001
Company 2,Group B,PPV,Edmonton,2019-12-01,11787882,7373.750003
Company 1,Group B,PPV,Edmonton,2019-11-01,5647451,2741.000003
Company 2,Group B,PPV,Edmonton,2019-11-01,14523637,8992.08334
Company 11,Group B,PPV,Edmonton,2019-11-01,422930,311.7500002
Company 1,Group B,PPV,North,2019-11-01,1494351,851.6666674
Company 11,Group B,PPV,North,2019-11-01,21238,19.08333337
